"","card1","card2","card3","card4","card5","winloss"
"2198",10,10,0,0,0,"Loss"
"2199",11,10,0,0,0,"Win"
"2200",10,9,0,0,0,"Loss"
"2201",3,10,0,6,0,"Win"
"2202",10,10,0,0,0,"Win"
"2203",4,3,10,0,0,"Win"
"2204",10,7,0,0,0,"Loss"
"2205",10,2,0,10,0,"Loss"
"2206",10,10,0,0,0,"Win"
"2207",6,1,8,0,0,"Loss"
"2208",8,5,0,8,0,"Win"
"2209",10,4,0,0,0,"Win"
"2210",10,5,0,2,0,"Loss"
"2211",11,9,0,0,0,"Win"
"2212",11,10,0,0,0,"Win"
"2213",3,6,10,0,0,"Win"
"2214",10,5,0,10,0,"Loss"
"2215",6,10,0,6,0,"Loss"
"2216",5,5,5,0,0,"Win"
"2217",10,10,0,0,0,"Win"
"2218",2,10,0,10,0,"Loss"
"2219",9,10,0,0,0,"Win"
"2220",9,10,0,0,0,"Loss"
"2221",7,10,0,0,0,"Loss"
"2222",5,6,9,0,0,"Push"
"2223",3,2,10,0,0,"Win"
"2224",4,10,0,4,0,"Push"
"2225",7,7,0,0,0,"Loss"
"2226",6,10,0,0,0,"Loss"
"2227",6,6,0,0,0,"Win"
"2228",6,9,0,7,0,"Loss"
"2229",8,10,0,0,0,"Win"
"2230",4,6,11,0,0,"Win"
"2231",11,5,2,0,0,"Win"
"2232",6,9,0,0,0,"Loss"
"2233",4,10,0,5,0,"Loss"
"2234",7,5,0,10,0,"Loss"
"2235",5,4,10,0,0,"Win"
"2236",6,10,0,8,0,"Loss"
"2237",11,7,0,0,0,"Loss"
"2238",7,3,10,0,0,"Push"
"2239",5,2,2,8,0,"Loss"
"2240",10,5,0,6,0,"Win"
"2241",4,8,0,7,0,"Win"
"2242",10,7,0,0,0,"Win"
"2243",10,10,0,0,0,"Win"
"2244",10,10,0,0,0,"Win"
"2245",8,10,0,0,0,"Loss"
"2246",5,2,11,0,0,"Loss"
"2247",9,10,0,0,0,"Push"
"2248",2,7,10,0,0,"Win"
"2249",3,5,4,0,0,"Loss"
"2250",10,2,0,9,0,"Win"
"2251",5,10,0,10,0,"Loss"
"2252",4,8,0,10,0,"Loss"
"2253",10,10,0,0,0,"Win"
"2254",3,8,2,10,0,"Loss"
"2255",5,6,1,3,10,"Loss"
"2256",7,2,4,10,0,"Loss"
"2257",7,5,0,10,0,"Loss"
"2258",10,2,0,10,0,"Loss"
"2259",2,11,1,0,0,"Win"
"2260",10,5,0,8,0,"Loss"
"2261",10,10,0,0,0,"Win"
"2262",10,10,0,0,0,"Win"
"2263",10,9,0,0,0,"Win"
"2264",9,8,0,0,0,"Loss"
"2265",9,7,0,0,0,"Loss"
"2266",5,10,0,10,0,"Loss"
"2267",5,2,10,0,0,"Push"
"2268",9,2,10,0,0,"Win"
"2269",11,10,0,0,0,"Win"
"2270",10,6,0,0,0,"Win"
"2271",8,2,11,0,0,"Win"
"2272",4,9,0,10,0,"Loss"
"2273",4,10,0,0,0,"Loss"
"2274",5,7,0,4,8,"Loss"
"2275",9,3,0,2,3,"Push"
"2276",2,8,10,0,0,"Loss"
"2277",10,9,0,0,0,"Win"
"2278",4,1,10,10,0,"Loss"
"2279",11,4,1,10,0,"Loss"
"2280",3,6,9,0,0,"Win"
"2281",9,11,0,0,0,"Win"
"2282",5,1,6,6,0,"Loss"
"2283",5,2,11,0,0,"Loss"
"2284",3,5,3,7,0,"Win"
"2285",6,9,0,0,0,"Loss"
"2286",7,5,0,7,0,"Win"
"2287",10,2,0,3,8,"Loss"
"2288",9,2,3,4,0,"Loss"
"2289",10,11,0,0,0,"Win"
"2290",2,4,10,9,0,"Loss"
"2291",10,9,0,0,0,"Push"
"2292",10,11,0,0,0,"Win"
"2293",8,4,0,2,10,"Loss"
"2294",4,2,10,0,0,"Loss"
"2295",9,9,0,0,0,"Loss"
"2296",10,10,0,0,0,"Win"
"2297",11,10,0,0,0,"Push"
"2298",10,10,0,0,0,"Win"
"2299",10,8,0,0,0,"Push"
"2300",2,3,9,0,0,"Loss"
"2301",2,5,2,1,9,"Win"
"2302",7,6,0,5,0,"Push"
"2303",11,2,7,0,0,"Push"
"2304",3,2,5,5,10,"Loss"
"2305",9,3,0,10,0,"Loss"
"2306",3,9,0,4,2,"Win"
"2307",10,2,0,3,6,"Win"
"2308",9,3,0,6,0,"Win"
"2309",6,9,0,6,0,"Win"
"2310",10,8,0,0,0,"Loss"
"2311",8,6,0,1,1,"Loss"
"2312",10,3,0,10,0,"Loss"
"2313",7,10,0,0,0,"Loss"
"2314",7,10,0,0,0,"Loss"
"2315",10,2,0,10,0,"Loss"
"2316",2,4,10,10,0,"Loss"
"2317",10,10,0,0,0,"Win"
"2318",10,6,0,3,0,"Loss"
"2319",6,7,0,4,0,"Loss"
"2320",9,7,0,0,0,"Win"
"2321",9,7,0,10,0,"Loss"
"2322",10,10,0,0,0,"Win"
"2323",7,7,0,0,0,"Win"
"2324",3,1,10,7,0,"Win"
"2325",10,9,0,0,0,"Loss"
"2326",2,10,0,0,0,"Loss"
"2327",9,10,0,0,0,"Loss"
"2328",10,3,0,0,0,"Win"
"2329",4,11,5,0,0,"Push"
"2330",10,5,0,0,0,"Loss"
"2331",7,9,0,0,0,"Win"
"2332",6,5,6,0,0,"Loss"
"2333",10,2,0,5,0,"Push"
"2334",5,10,0,4,0,"Loss"
"2335",3,3,6,2,0,"Loss"
"2336",11,8,0,0,0,"Push"
"2337",11,4,5,0,0,"Win"
"2338",6,9,0,1,5,"Win"
"2339",7,10,0,0,0,"Push"
"2340",10,3,0,5,0,"Push"
"2341",2,10,0,0,0,"Loss"
"2342",5,10,0,5,0,"Win"
"2343",6,10,0,10,0,"Loss"
"2344",9,9,0,0,0,"Push"
"2345",10,2,0,10,0,"Loss"
"2346",10,9,0,0,0,"Win"
"2347",9,4,0,0,0,"Win"
"2348",10,3,0,3,10,"Loss"
"2349",9,2,10,0,0,"Win"
"2350",10,10,0,0,0,"Win"
"2351",9,3,0,2,10,"Loss"
"2352",5,10,0,1,4,"Push"
"2353",9,10,0,0,0,"Win"
"2354",10,10,0,0,0,"Push"
"2355",5,10,0,7,0,"Loss"
"2356",2,10,0,8,0,"Win"
"2357",2,3,10,9,0,"Loss"
"2358",10,2,0,1,3,"Loss"
"2359",3,9,0,1,3,"Loss"
"2360",10,10,0,0,0,"Win"
"2361",3,10,0,10,0,"Loss"
"2362",2,4,11,0,0,"Loss"
"2363",10,6,0,0,0,"Loss"
"2364",10,8,0,0,0,"Loss"
"2365",3,6,8,0,0,"Loss"
"2366",10,4,0,8,0,"Loss"
"2367",10,2,0,2,6,"Win"
"2368",10,3,0,9,0,"Loss"
"2369",4,10,0,0,0,"Loss"
"2370",10,5,0,0,0,"Loss"
"2371",3,5,10,0,0,"Win"
"2372",11,9,0,0,0,"Win"
"2373",6,5,2,10,0,"Loss"
"2374",1,4,10,2,0,"Loss"
"2375",7,6,0,0,0,"Win"
"2376",10,9,0,0,0,"Win"
"2377",10,7,0,0,0,"Loss"
"2378",6,8,0,4,0,"Loss"
"2379",9,10,0,0,0,"Win"
"2380",6,10,0,3,0,"Push"
"2381",9,2,10,0,0,"Win"
"2382",7,10,0,0,0,"Loss"
"2383",4,10,0,0,0,"Loss"
"2384",3,8,8,0,0,"Win"
"2385",5,10,0,0,0,"Win"
"2386",3,10,0,10,0,"Loss"
"2387",10,10,0,0,0,"Win"
"2388",11,4,6,0,0,"Push"
"2389",10,6,0,0,0,"Loss"
"2390",10,8,0,0,0,"Win"
"2391",10,10,0,0,0,"Win"
"2392",7,2,4,10,0,"Loss"
"2393",8,10,0,0,0,"Win"
"2394",6,10,0,0,0,"Win"
"2395",6,9,0,2,0,"Loss"
"2396",7,2,11,0,0,"Push"
"2397",10,6,0,0,0,"Loss"
"2398",6,10,0,0,0,"Loss"
"2399",9,10,0,0,0,"Win"
"2400",10,3,0,7,0,"Win"
"2401",10,4,0,0,0,"Loss"
"2402",3,10,0,10,0,"Loss"
"2403",4,10,0,0,0,"Win"
"2404",10,9,0,0,0,"Loss"
"2405",5,6,10,0,0,"Win"
"2406",10,9,0,0,0,"Win"
"2407",10,10,0,0,0,"Loss"
"2408",9,10,0,0,0,"Win"
"2409",10,6,0,0,0,"Loss"
"2410",10,6,0,8,0,"Loss"
"2411",6,7,0,6,0,"Loss"
"2412",7,4,2,0,0,"Loss"
"2413",2,5,8,1,2,"Win"
"2414",10,2,0,10,0,"Loss"
"2415",4,6,8,0,0,"Win"
"2416",10,10,0,0,0,"Win"
"2417",11,10,0,0,0,"Win"
"2418",6,9,0,10,0,"Loss"
"2419",8,10,0,0,0,"Win"
"2420",4,3,9,0,0,"Win"
"2421",7,10,0,0,0,"Loss"
"2422",4,4,5,8,0,"Win"
"2423",10,11,0,0,0,"Push"
"2424",10,4,0,5,0,"Push"
"2425",8,5,0,0,0,"Win"
"2426",10,9,0,0,0,"Loss"
"2427",8,6,0,0,0,"Loss"
"2428",10,3,0,8,0,"Win"
"2429",8,4,0,7,0,"Loss"
"2430",10,10,0,0,0,"Win"
"2431",5,10,0,10,0,"Loss"
"2432",10,8,0,0,0,"Win"
"2433",3,10,0,1,2,"Loss"
"2434",11,10,0,0,0,"Win"
"2435",6,5,9,0,0,"Win"
"2436",2,11,1,0,0,"Loss"
"2437",3,8,2,9,0,"Loss"
"2438",6,10,0,5,0,"Win"
"2439",4,10,0,0,0,"Loss"
"2440",10,10,0,0,0,"Win"
"2441",9,5,0,10,0,"Loss"
"2442",7,7,0,7,0,"Win"
"2443",5,10,0,10,0,"Loss"
"2444",3,3,10,0,0,"Loss"
"2445",8,10,0,0,0,"Win"
"2446",8,10,0,0,0,"Push"
"2447",10,8,0,0,0,"Win"
"2448",5,10,0,3,0,"Loss"
"2449",8,10,0,0,0,"Win"
"2450",3,2,10,9,0,"Loss"
"2451",7,4,10,0,0,"Win"
"2452",10,10,0,0,0,"Win"
"2453",10,10,0,0,0,"Push"
"2454",5,4,5,10,0,"Loss"
"2455",10,9,0,0,0,"Win"
"2456",4,3,3,10,0,"Win"
"2457",3,7,11,0,0,"Win"
"2458",10,7,0,0,0,"Push"
"2459",10,4,0,10,0,"Loss"
"2460",2,7,10,0,0,"Win"
"2461",5,5,10,0,0,"Push"
"2462",11,5,3,0,0,"Win"
"2463",4,7,1,7,0,"Win"
"2464",10,5,0,0,0,"Win"
"2465",4,9,0,10,0,"Loss"
"2466",10,2,0,0,0,"Loss"
"2467",7,5,0,0,0,"Loss"
"2468",6,8,0,0,0,"Loss"
"2469",10,10,0,0,0,"Win"
"2470",10,4,0,10,0,"Loss"
"2471",3,6,8,0,0,"Loss"
"2472",8,9,0,0,0,"Loss"
"2473",8,7,0,0,0,"Loss"
"2474",7,11,0,0,0,"Win"
"2475",8,5,0,5,0,"Win"
"2476",2,9,10,0,0,"Push"
"2477",10,4,0,10,0,"Loss"
"2478",11,2,5,0,0,"Push"
"2479",2,1,10,10,0,"Loss"
"2480",10,10,0,0,0,"Win"
"2481",5,3,10,0,0,"Loss"
"2482",3,1,10,10,0,"Loss"
"2483",10,4,0,0,0,"Loss"
"2484",10,4,0,1,3,"Loss"
"2485",8,2,8,0,0,"Win"
"2486",5,5,4,0,0,"Loss"
"2487",6,1,10,0,0,"Loss"
"2488",10,2,0,7,0,"Loss"
"2489",7,4,6,0,0,"Push"
"2490",6,2,5,5,0,"Win"
"2491",10,10,0,0,0,"Loss"
"2492",10,11,0,0,0,"Win"
"2493",5,8,0,0,0,"Loss"
"2494",2,6,6,9,0,"Loss"
"2495",4,6,8,0,0,"Loss"
"2496",9,10,0,0,0,"Win"
"2497",9,10,0,0,0,"Loss"
"2498",2,10,0,5,0,"Win"
"2499",10,9,0,0,0,"Win"
"2500",8,7,0,1,10,"Loss"
"2501",7,10,0,0,0,"Win"
"2502",6,9,0,0,0,"Loss"
"2503",10,8,0,0,0,"Win"
"2504",10,2,0,1,7,"Win"
"2505",4,10,0,2,9,"Loss"
"2506",10,10,0,0,0,"Win"
"2507",4,3,4,1,5,"Win"
"2508",5,8,0,10,0,"Loss"
"2509",7,10,0,0,0,"Push"
"2510",10,7,0,0,0,"Loss"
"2511",11,9,0,0,0,"Win"
"2512",10,8,0,0,0,"Loss"
"2513",11,10,0,0,0,"Win"
"2514",5,10,0,0,0,"Win"
"2515",10,6,0,5,0,"Win"
"2516",6,4,8,0,0,"Loss"
"2517",5,9,0,0,0,"Loss"
"2518",10,9,0,0,0,"Win"
"2519",10,10,0,0,0,"Win"
"2520",5,2,10,0,0,"Loss"
"2521",10,10,0,0,0,"Push"
"2522",6,3,3,4,10,"Loss"
"2523",10,3,0,0,0,"Loss"
"2524",9,3,0,8,0,"Win"
"2525",8,11,0,0,0,"Push"
"2526",9,10,0,0,0,"Win"
"2527",10,3,0,5,0,"Win"
"2528",5,3,7,0,0,"Win"
"2529",10,3,0,6,0,"Loss"
"2530",10,2,0,2,9,"Loss"
"2531",2,7,5,4,0,"Win"
"2532",10,8,0,0,0,"Loss"
"2533",10,11,0,0,0,"Win"
"2534",5,10,0,5,0,"Loss"
"2535",11,8,0,0,0,"Win"
"2536",9,7,0,7,0,"Loss"
"2537",2,10,0,1,10,"Loss"
"2538",5,10,0,10,0,"Loss"
"2539",10,3,0,0,0,"Loss"
"2540",9,11,0,0,0,"Loss"
"2541",10,10,0,0,0,"Win"
"2542",8,10,0,0,0,"Loss"
"2543",9,10,0,0,0,"Loss"
"2544",5,10,0,0,0,"Win"
"2545",3,7,7,0,0,"Loss"
"2546",10,11,0,0,0,"Win"
"2547",6,9,0,0,0,"Win"
"2548",8,9,0,0,0,"Loss"
"2549",10,9,0,0,0,"Loss"
"2550",6,6,0,0,0,"Loss"
"2551",7,4,4,1,9,"Loss"
"2552",4,9,0,8,0,"Push"
"2553",5,8,0,2,1,"Win"
"2554",11,1,3,9,0,"Loss"
"2555",10,2,0,0,0,"Loss"
"2556",2,8,4,2,9,"Loss"
"2557",5,3,6,10,0,"Loss"
"2558",10,3,0,0,0,"Loss"
"2559",4,10,0,10,0,"Loss"
"2560",6,1,10,0,0,"Push"
"2561",7,10,0,0,0,"Loss"
"2562",4,7,10,0,0,"Push"
"2563",4,10,0,0,0,"Loss"
"2564",4,2,11,0,0,"Loss"
"2565",5,7,0,7,0,"Win"
"2566",10,3,0,8,0,"Win"
"2567",8,9,0,0,0,"Loss"
"2568",2,6,9,0,0,"Loss"
"2569",10,7,0,0,0,"Push"
"2570",10,4,0,0,0,"Loss"
"2571",10,10,0,0,0,"Push"
"2572",3,2,4,1,3,"Loss"
"2573",10,7,0,0,0,"Loss"
"2574",9,10,0,0,0,"Win"
"2575",10,11,0,0,0,"Win"
"2576",7,9,0,10,0,"Loss"
"2577",10,10,0,0,0,"Win"
"2578",11,9,0,0,0,"Loss"
"2579",6,4,2,7,0,"Push"
"2580",10,6,0,10,0,"Loss"
"2581",10,2,0,4,1,"Loss"
"2582",10,9,0,0,0,"Win"
"2583",10,8,0,0,0,"Loss"
"2584",9,3,0,7,0,"Loss"
"2585",6,10,0,10,0,"Loss"
"2586",10,10,0,0,0,"Win"
"2587",10,10,0,0,0,"Win"
"2588",3,9,0,4,0,"Loss"
"2589",3,9,0,5,0,"Loss"
"2590",10,8,0,0,0,"Win"
"2591",6,8,0,9,0,"Loss"
"2592",6,10,0,1,0,"Win"
"2593",6,5,7,0,0,"Win"
"2594",4,6,10,0,0,"Win"
"2595",10,2,0,0,0,"Loss"
"2596",3,2,10,0,0,"Loss"
"2597",8,10,0,0,0,"Win"
"2598",2,3,9,0,0,"Win"
"2599",9,2,5,10,0,"Loss"
"2600",9,9,0,0,0,"Loss"
"2601",1,5,8,0,0,"Win"
"2602",10,9,0,0,0,"Win"
"2603",3,1,8,2,2,"Loss"
"2604",5,10,0,4,0,"Win"
"2605",10,10,0,0,0,"Push"
"2606",2,9,10,0,0,"Win"
"2607",3,9,0,8,0,"Win"
"2608",10,5,0,5,0,"Win"
"2609",7,10,0,0,0,"Win"
"2610",7,3,10,0,0,"Push"
"2611",5,8,0,8,0,"Win"
"2612",10,10,0,0,0,"Win"
"2613",10,5,0,6,0,"Win"
"2614",7,10,0,0,0,"Loss"
"2615",6,10,0,0,0,"Loss"
"2616",9,6,0,3,0,"Win"
"2617",9,3,0,10,0,"Loss"
"2618",2,5,11,0,0,"Win"
"2619",10,10,0,0,0,"Win"
"2620",8,10,0,0,0,"Win"
"2621",5,6,1,10,0,"Loss"
"2622",3,10,0,10,0,"Loss"
"2623",8,10,0,0,0,"Loss"
"2624",6,10,0,9,0,"Loss"
"2625",4,6,10,0,0,"Win"
"2626",4,7,2,10,0,"Loss"
"2627",10,9,0,0,0,"Win"
"2628",3,10,0,6,0,"Loss"
"2629",5,3,6,10,0,"Loss"
"2630",5,10,0,10,0,"Loss"
"2631",3,7,9,0,0,"Loss"
"2632",7,11,0,0,0,"Win"
"2633",9,9,0,0,0,"Win"
"2634",6,5,9,0,0,"Win"
"2635",8,10,0,0,0,"Loss"
"2636",6,1,10,0,0,"Loss"
"2637",1,4,7,6,0,"Loss"
"2638",8,11,0,0,0,"Win"
"2639",6,6,0,0,0,"Loss"
"2640",7,10,0,0,0,"Push"
"2641",1,3,10,0,0,"Loss"
"2642",3,10,0,3,10,"Loss"
"2643",3,10,0,10,0,"Loss"
"2644",3,8,2,8,0,"Win"
"2645",9,10,0,0,0,"Win"
"2646",2,10,0,2,10,"Loss"
"2647",8,10,0,0,0,"Loss"
"2648",10,4,0,0,0,"Loss"
"2649",10,2,0,3,4,"Win"
"2650",7,8,0,0,0,"Loss"
"2651",5,6,1,10,0,"Loss"
"2652",3,10,0,0,0,"Loss"
"2653",11,8,0,0,0,"Win"
"2654",8,10,0,0,0,"Win"
"2655",10,9,0,0,0,"Win"
"2656",3,10,0,7,0,"Win"
"2657",10,2,0,5,0,"Loss"
"2658",2,6,7,0,0,"Loss"
"2659",7,11,0,0,0,"Push"
"2660",6,5,8,0,0,"Loss"
"2661",10,10,0,0,0,"Win"
"2662",5,11,4,0,0,"Win"
"2663",2,10,0,2,4,"Loss"
"2664",3,10,0,10,0,"Loss"
"2665",11,10,0,0,0,"Win"
"2666",10,7,0,0,0,"Loss"
"2667",10,5,0,8,0,"Loss"
"2668",9,11,0,0,0,"Win"
"2669",3,11,1,2,0,"Push"
"2670",10,10,0,0,0,"Push"
"2671",8,10,0,0,0,"Win"
"2672",10,8,0,0,0,"Win"
"2673",4,2,10,10,0,"Loss"
"2674",9,10,0,0,0,"Win"
"2675",5,10,0,3,0,"Loss"
"2676",2,10,0,0,0,"Win"
"2677",2,10,0,3,7,"Loss"
"2678",2,8,7,0,0,"Loss"
"2679",10,5,0,7,0,"Loss"
"2680",10,10,0,0,0,"Win"
"2681",9,9,0,0,0,"Win"
"2682",3,11,5,0,0,"Win"
"2683",7,5,0,4,10,"Loss"
"2684",9,2,5,0,0,"Loss"
"2685",9,4,0,0,0,"Loss"
"2686",8,4,0,3,1,"Loss"
"2687",9,3,0,9,0,"Win"
"2688",11,2,4,0,0,"Loss"
"2689",10,6,0,4,0,"Win"
"2690",10,5,0,10,0,"Loss"
"2691",11,1,4,0,0,"Loss"
"2692",10,10,0,0,0,"Win"
"2693",9,10,0,0,0,"Push"
"2694",6,10,0,4,0,"Push"
"2695",1,3,8,9,0,"Win"
"2696",2,11,7,0,0,"Win"
"2697",10,11,0,0,0,"Win"
"2698",10,2,0,0,0,"Win"
"2699",10,10,0,0,0,"Win"
"2700",8,10,0,0,0,"Loss"
"2701",10,6,0,0,0,"Loss"
"2702",4,1,10,7,0,"Loss"
"2703",10,4,0,4,0,"Loss"
"2704",10,5,0,2,0,"Loss"
"2705",10,5,0,6,0,"Win"
"2706",11,7,0,0,0,"Win"
"2707",8,11,0,0,0,"Win"
"2708",5,11,1,0,0,"Win"
"2709",5,10,0,9,0,"Loss"
"2710",6,10,0,2,0,"Loss"
"2711",9,3,0,6,0,"Loss"
"2712",10,11,0,0,0,"Win"
"2713",7,10,0,0,0,"Loss"
"2714",7,4,3,0,0,"Win"
"2715",5,7,0,4,6,"Loss"
"2716",11,10,0,0,0,"Push"
"2717",7,7,0,0,0,"Loss"
"2718",3,4,10,0,0,"Loss"
"2719",7,2,10,0,0,"Win"
"2720",10,9,0,0,0,"Win"
"2721",2,6,10,0,0,"Win"
"2722",9,8,0,0,0,"Win"
"2723",9,5,0,10,0,"Loss"
"2724",10,9,0,0,0,"Win"
"2725",6,10,0,10,0,"Loss"
"2726",7,7,0,8,0,"Loss"
"2727",5,1,10,10,0,"Loss"
"2728",3,10,0,0,0,"Loss"
"2729",5,4,8,0,0,"Loss"
"2730",10,10,0,0,0,"Win"
"2731",4,2,11,0,0,"Loss"
"2732",10,8,0,0,0,"Loss"
"2733",8,10,0,0,0,"Win"
"2734",3,10,0,10,0,"Loss"
"2735",9,8,0,0,0,"Loss"
"2736",5,10,0,0,0,"Loss"
"2737",2,2,9,2,8,"Loss"
"2738",8,2,10,0,0,"Push"
"2739",10,10,0,0,0,"Win"
"2740",4,10,0,1,7,"Loss"
"2741",8,7,0,0,0,"Loss"
"2742",5,10,0,1,1,"Win"
"2743",10,4,0,0,0,"Win"
"2744",7,11,0,0,0,"Win"
"2745",6,9,0,8,0,"Loss"
"2746",3,8,6,0,0,"Push"
"2747",5,9,0,3,0,"Loss"
"2748",2,2,3,3,9,"Win"
"2749",3,10,0,0,0,"Loss"
"2750",6,3,4,7,0,"Win"
"2751",10,6,0,10,0,"Loss"
"2752",4,3,10,0,0,"Loss"
"2753",4,10,0,6,0,"Loss"
"2754",8,7,0,10,0,"Loss"
"2755",4,10,0,0,0,"Win"
"2756",10,3,0,0,0,"Loss"
"2757",5,2,10,0,0,"Push"
"2758",9,3,0,0,0,"Win"
"2759",8,7,0,3,0,"Push"
"2760",10,9,0,0,0,"Push"
"2761",6,10,0,0,0,"Win"
"2762",7,10,0,0,0,"Loss"
"2763",4,6,7,0,0,"Loss"
"2764",9,2,10,0,0,"Win"
"2765",10,10,0,0,0,"Win"
"2766",9,10,0,0,0,"Push"
"2767",11,8,0,0,0,"Loss"
"2768",10,11,0,0,0,"Win"
"2769",3,4,2,9,0,"Loss"
"2770",11,10,0,0,0,"Win"
"2771",3,5,9,0,0,"Win"
"2772",5,1,6,3,0,"Win"
"2773",3,6,11,0,0,"Win"
"2774",2,11,5,0,0,"Win"
"2775",4,6,11,0,0,"Win"
"2776",8,6,0,2,10,"Loss"
"2777",4,5,11,0,0,"Win"
"2778",11,10,0,0,0,"Win"
"2779",10,4,0,0,0,"Loss"
"2780",8,10,0,0,0,"Push"
"2781",1,6,5,0,0,"Loss"
"2782",9,11,0,0,0,"Win"
"2783",6,8,0,10,0,"Loss"
"2784",5,5,11,0,0,"Win"
"2785",9,5,0,8,0,"Loss"
"2786",9,9,0,0,0,"Win"
"2787",2,7,4,0,0,"Win"
"2788",10,2,0,8,0,"Push"
"2789",9,8,0,0,0,"Loss"
"2790",10,10,0,0,0,"Push"
"2791",4,9,0,4,0,"Loss"
"2792",5,4,10,0,0,"Win"
"2793",4,6,3,0,0,"Win"
"2794",11,10,0,0,0,"Push"
"2795",9,10,0,0,0,"Loss"
"2796",5,10,0,0,0,"Loss"
"2797",2,10,0,0,0,"Win"
"2798",10,9,0,0,0,"Win"
"2799",10,10,0,0,0,"Loss"
"2800",7,6,0,2,7,"Loss"
"2801",10,10,0,0,0,"Win"
"2802",9,5,0,3,0,"Push"
"2803",7,4,5,6,0,"Loss"
"2804",2,4,10,0,0,"Win"
"2805",10,7,0,0,0,"Loss"
"2806",11,2,5,0,0,"Push"
"2807",10,8,0,0,0,"Loss"
"2808",8,6,0,4,0,"Loss"
"2809",7,11,0,0,0,"Win"
"2810",7,5,0,10,0,"Loss"
"2811",10,5,0,2,0,"Loss"
"2812",6,2,10,0,0,"Loss"
"2813",3,7,7,0,0,"Win"
"2814",5,3,5,2,3,"Win"
"2815",4,8,0,8,0,"Loss"
"2816",10,11,0,0,0,"Win"
"2817",6,5,10,0,0,"Win"
"2818",8,10,0,0,0,"Loss"
"2819",10,5,0,2,0,"Loss"
"2820",10,11,0,0,0,"Win"
"2821",2,9,8,0,0,"Loss"
"2822",10,7,0,0,0,"Loss"
"2823",10,11,0,0,0,"Win"
"2824",3,10,0,2,10,"Loss"
"2825",7,10,0,0,0,"Loss"
"2826",4,2,2,10,0,"Loss"
"2827",7,9,0,4,0,"Push"
"2828",10,7,0,0,0,"Loss"
"2829",3,10,0,10,0,"Loss"
"2830",7,7,0,10,0,"Loss"
"2831",6,10,0,9,0,"Loss"
"2832",6,3,6,1,6,"Loss"
"2833",5,2,10,0,0,"Loss"
"2834",10,7,0,0,0,"Win"
"2835",6,10,0,0,0,"Loss"
"2836",8,10,0,0,0,"Loss"
"2837",1,3,8,3,5,"Win"
"2838",10,4,0,3,0,"Loss"
"2839",8,10,0,0,0,"Loss"
"2840",10,10,0,0,0,"Win"
"2841",10,9,0,0,0,"Win"
"2842",3,4,8,0,0,"Win"
"2843",8,10,0,0,0,"Win"
"2844",6,10,0,1,0,"Win"
"2845",10,5,0,10,0,"Loss"
"2846",10,4,0,0,0,"Win"
"2847",10,7,0,0,0,"Loss"
"2848",8,2,9,0,0,"Loss"
"2849",4,7,10,0,0,"Win"
"2850",5,10,0,10,0,"Loss"
"2851",7,6,0,1,10,"Loss"
"2852",11,8,0,0,0,"Win"
"2853",10,2,0,4,3,"Win"
"2854",10,11,0,0,0,"Win"
"2855",11,10,0,0,0,"Win"
"2856",2,5,10,0,0,"Win"
"2857",10,6,0,0,0,"Win"
"2858",3,7,10,0,0,"Loss"
"2859",10,7,0,0,0,"Loss"
"2860",11,8,0,0,0,"Win"
"2861",10,11,0,0,0,"Push"
"2862",6,10,0,6,0,"Loss"
"2863",9,3,0,0,0,"Loss"
"2864",10,7,0,0,0,"Loss"
"2865",10,9,0,0,0,"Win"
"2866",10,10,0,0,0,"Win"
"2867",2,7,10,0,0,"Win"
"2868",10,2,0,0,0,"Loss"
"2869",10,10,0,0,0,"Win"
"2870",10,7,0,0,0,"Loss"
"2871",10,6,0,5,0,"Win"
"2872",10,3,0,5,0,"Push"
"2873",10,6,0,2,0,"Push"
"2874",4,5,7,0,0,"Loss"
"2875",3,4,7,5,0,"Win"
"2876",9,10,0,0,0,"Win"
"2877",4,6,3,1,1,"Loss"
"2878",10,9,0,0,0,"Win"
"2879",7,7,0,2,10,"Loss"
"2880",10,5,0,0,0,"Win"
"2881",7,10,0,0,0,"Loss"
"2882",3,1,10,4,0,"Push"
"2883",2,2,11,7,0,"Loss"
"2884",10,10,0,0,0,"Win"
"2885",5,2,10,0,0,"Loss"
"2886",5,4,10,0,0,"Push"
"2887",10,10,0,0,0,"Win"
"2888",8,5,0,0,0,"Win"
"2889",6,10,0,10,0,"Loss"
"2890",6,7,0,9,0,"Loss"
"2891",3,10,0,7,0,"Win"
"2892",10,2,0,8,0,"Push"
"2893",7,11,0,0,0,"Win"
"2894",3,7,10,0,0,"Win"
"2895",4,7,10,0,0,"Win"
"2896",3,5,9,0,0,"Win"
"2897",8,3,9,0,0,"Win"
"2898",8,9,0,0,0,"Win"
"2899",10,3,0,0,0,"Loss"
"2900",5,9,0,0,0,"Win"
"2901",5,10,0,7,0,"Loss"
"2902",8,6,0,0,0,"Loss"
"2903",8,8,0,0,0,"Loss"
"2904",4,10,0,0,0,"Loss"
"2905",8,10,0,0,0,"Win"
"2906",7,4,5,10,0,"Loss"
"2907",4,4,10,0,0,"Loss"
"2908",3,10,0,0,0,"Win"
"2909",10,5,0,8,0,"Loss"
"2910",10,2,0,0,0,"Loss"
"2911",2,6,10,0,0,"Loss"
"2912",7,8,0,0,0,"Loss"
"2913",7,10,0,0,0,"Loss"
"2914",6,10,0,2,0,"Loss"
